test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
RNF168	RNF168	-	chr3:196195656-196230639	undifferentiated	differentiated	OK	7.28872	4.64707	-0.649343	2.21471	0.0267799	0.0764544	no
RNF169	RNF169	-	chr11:74459912-74660232	undifferentiated	differentiated	OK	5.18276	2.89872	-0.838307	2.33475	0.0195566	0.0606	no
RNF17	RNF17	-	chr13:25338300-25454058	undifferentiated	differentiated	NOTEST	0.0252109	0.0120023	-1.07074	0.536174	0.591838	1	no
RNF170	RNF170	-	chr8:42704779-42751866	undifferentiated	differentiated	OK	6.02269	4.84956	-0.312552	0.874362	0.381921	0.537349	no
RNF175	RNF175	-	chr4:154631311-154681387	undifferentiated	differentiated	OK	5.07353	9.18832	0.856811	-2.075	0.037987	0.099469	no
RNF180	RNF180	-	chr5:63461670-63668696	undifferentiated	differentiated	NOTEST	0	0.124631	1.79769e+308	1.79769e+308	0.227509	1	no
RNF181	RNF181	-	chr2:85822836-85824831	undifferentiated	differentiated	OK	31.2273	22.7127	-0.459308	1.23869	0.215459	0.355719	no
RNF182	RNF182	-	chr6:13924676-13980240	undifferentiated	differentiated	OK	3.76056	3.48726	-0.108851	0.239984	0.810343	0.881854	no
RNF183	RNF183	-	chr9:116059372-116061320	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNF185	RNF185	-	chr22:31556137-31603005	undifferentiated	differentiated	OK	4.45913	3.7218	-0.260762	0.560343	0.575246	0.708343	no
RNF186	RNF186	-	chr1:20140521-20141771	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNF187	RNF187	-	chr1:228675067-228683889	undifferentiated	differentiated	OK	15.7938	10.7049	-0.561089	1.93033	0.0535657	0.12875	no
RNF19A	RNF19A	-	chr8:101269287-101322379	undifferentiated	differentiated	OK	14.6349	13.0388	-0.166603	0.632981	0.526746	0.66709	no
RNF19B	RNF19B	-	chr1:33402049-33430286	undifferentiated	differentiated	OK	3.43164	3.40996	-0.00914502	0.0189894	0.98485	0.991124	no
RNF2	RNF2	-	chr1:185014550-185071740	undifferentiated	differentiated	OK	13.0496	8.35158	-0.643889	2.15384	0.0312523	0.0857448	no
RNF20	RNF20	-	chr9:104296132-104325626	undifferentiated	differentiated	OK	40.7484	24.366	-0.741877	3.21649	0.00129771	0.0076849	yes
RNF207	RNF207	-	chr1:6266188-6296044	undifferentiated	differentiated	OK	0.558611	0.206619	-1.43487	0.796237	0.425894	0.580024	no
RNF208	RNF208	-	chr9:140114698-140115775	undifferentiated	differentiated	NOTEST	0.315439	0.226419	-0.478364	0.324504	0.745556	1	no
RNF212	RNF212	-	chr4:1065265-1107352	undifferentiated	differentiated	NOTEST	0.0768451	0.0530081	-0.535741	0.216596	0.828523	1	no
RNF213	RNF213	-	chr17:78234659-78411884	undifferentiated	differentiated	OK	4.2673	4.62758	0.116935	-0.331779	0.740056	0.83437	no
RNF214	RNF214	-	chr11:117103403-117186972	undifferentiated	differentiated	OK	4.9082	3.47122	-0.499751	0.9333	0.350665	0.506429	no
RNF215	RNF215	-	chr22:30774802-30783302	undifferentiated	differentiated	OK	3.24681	4.54317	0.484676	-1.07118	0.284087	0.43437	no
RNF216	RNF216	-	chr7:5659671-5821361	undifferentiated	differentiated	OK	16.7754	9.50781	-0.819159	2.8654	0.00416478	0.0185246	yes
RNF216-IT1	RNF216-IT1	-	chr7:5659671-5821361	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNF216P1	RNF216P1	-	chr7:5013615-5037800	undifferentiated	differentiated	OK	10.114	6.73272	-0.587096	1.55857	0.119099	0.230114	no
RNF217	RNF217	-	chr6:125304513-125404661	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNF219	RNF219	-	chr13:78628989-79233314	undifferentiated	differentiated	OK	13.2826	6.43198	-1.04621	3.44182	0.000577812	0.00410981	yes
RNF220	RNF220	-	chr1:44870959-45117396	undifferentiated	differentiated	OK	8.55783	5.25453	-0.703684	2.06622	0.0388075	0.10098	no
RNF222	RNF222	-	chr17:8294022-8301144	undifferentiated	differentiated	NOTEST	0.0058069	0.0141654	1.28653	-0.422319	0.672792	1	no
RNF223	RNF223	-	chr1:1007125-1009687	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNF224	RNF224	-	chr9:140122017-140124090	undifferentiated	differentiated	NOTEST	0.0166906	0.26811	4.00572	-1.55019	0.121095	1	no
RNF24	RNF24	-	chr20:3912068-3996216	undifferentiated	differentiated	OK	1.52002	1.2675	-0.262104	0.406859	0.684112	0.793218	no
RNF25	RNF25	-	chr2:219528586-219567440	undifferentiated	differentiated	OK	8.42477	5.0835	-0.728816	1.57165	0.116032	0.22596	no
RNF26	RNF26	-	chr11:119205209-119208024	undifferentiated	differentiated	OK	3.8015	2.2686	-0.744768	1.50566	0.132153	0.248734	no
RNF31	RNF31	-	chr14:24616658-24629870	undifferentiated	differentiated	OK	9.18099	6.76386	-0.440805	1.41414	0.157321	0.283085	no
RNF32	RNF32	-	chr7:156433352-156469820	undifferentiated	differentiated	OK	1.44898	1.94653	0.425862	-0.530652	0.59566	0.725738	no
RNF34	RNF34	-	chr12:121837885-121862155	undifferentiated	differentiated	OK	19.4142	11.3646	-0.772563	2.35703	0.0184217	0.058032	no
RNF38	RNF38	-	chr9:36336398-36401195	undifferentiated	differentiated	OK	3.83335	2.30424	-0.734318	1.66772	0.0953712	0.196954	no
RNF39	RNF39	-	chr6_ssto_hap7:1365371-1374068	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNF4	RNF4	-	chr4:2470794-2517586	undifferentiated	differentiated	OK	21.6086	7.38801	-1.54835	4.86751	0.00000113013	0.0000257141	yes
RNF40	RNF40	-	chr16:30759619-30787628	undifferentiated	differentiated	OK	19.7743	10.4274	-0.923244	3.37359	0.000741941	0.00500224	yes
RNF41	RNF41	-	chr12:56596287-56615753	undifferentiated	differentiated	OK	6.48609	5.36735	-0.27314	0.879411	0.379178	0.534591	no
RNF43	RNF43	-	chr17:56378587-56494931	undifferentiated	differentiated	NOTEST	0.0225732	0.0538975	1.25561	-0.256314	0.797709	1	no
RNF44	RNF44	-	chr5:175953699-175964421	undifferentiated	differentiated	OK	1.82192	1.52818	-0.253645	0.502389	0.615394	0.740971	no
RNF5	RNF5	-	chr6_ssto_hap7:3493889-3496298	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNF5P1	RNF5P1	-	chr8:38457692-38458775	undifferentiated	differentiated	LOWDATA	0	0	0	0	1	1	no
RNF6	RNF6	-	chr13:26786904-26796508	undifferentiated	differentiated	OK	8.62337	5.47783	-0.654647	1.79298	0.0729764	0.161623	no
RNF7	RNF7	-	chr3:141457050-141465645	undifferentiated	differentiated	OK	13.7611	11.4439	-0.266018	0.724946	0.468485	0.618371	no
RNF8	RNF8	-	chr6:37321747-37362514	undifferentiated	differentiated	OK	8.22209	4.36624	-0.913115	2.89291	0.00381693	0.0173263	yes
RNFT1	RNFT1	-	chr17:58029722-58042117	undifferentiated	differentiated	OK	2.53815	1.70125	-0.577186	0.969719	0.332187	0.48621	no
RNFT2	RNFT2	-	chr12:117176095-117291436	undifferentiated	differentiated	OK	5.11548	3.73434	-0.454017	0.96987	0.332111	0.486155	no
RNGTT	RNGTT	-	chr6:89319988-89673348	undifferentiated	differentiated	OK	12.8353	8.57598	-0.581746	2.10636	0.035173	0.0938288	no
RNH1	RNH1	-	chr11:494511-507283	undifferentiated	differentiated	OK	26.4357	19.4287	-0.444299	1.37874	0.167975	0.297251	no
RNLS	RNLS	-	chr10:90033620-90343082	undifferentiated	differentiated	NOTEST	0.00952001	0.0164298	0.787283	-0.217719	0.827648	1	no
RNMT	RNMT	-	chr18:13726703-13764554	undifferentiated	differentiated	OK	12.9619	9.47942	-0.451412	1.75191	0.0797896	0.172565	no
RNMTL1	RNMTL1	-	chr17:662548-695741	undifferentiated	differentiated	OK	9.67181	4.51737	-1.0983	1.75001	0.0801174	0.173157	no
RNPC3	RNPC3	-	chr1:104068577-104122149	undifferentiated	differentiated	OK	1.96603	1.95113	-0.010977	0.0191568	0.984716	0.991124	no
RNPEP	RNPEP	-	chr1:201951765-201975275	undifferentiated	differentiated	OK	11.9035	12.7182	0.0955024	-0.321399	0.747908	0.839529	no
RNPEPL1	RNPEPL1	-	chr2:241508003-241518149	undifferentiated	differentiated	OK	1.02475	0.723356	-0.502491	0.717682	0.472954	0.622471	no
RNPS1	RNPS1	-	chr16:2303099-2318413	undifferentiated	differentiated	OK	58.4873	48.7046	-0.264065	1.03445	0.300926	0.453458	no
RNU11	RNU11	-	chr1:28975111-28975246	undifferentiated	differentiated	OK	101936	83046	-0.295682	0.288307	0.773112	0.856117	no
RNU12	RNU12	-	chr22:43011250-43011399	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU4ATAC	RNU4ATAC	-	chr2:122095351-122407052	undifferentiated	differentiated	OK	7881.06	4897.79	-0.686259	0.0436779	0.965161	0.98156	no
RNU5D-1	RNU5D-1	-	chr5:80256507-81047072	undifferentiated	differentiated	LOWDATA	0	0	0	0	1	1	no
RNU5E-1	RNU5E-1	-	chr5:80256507-81047072	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU5F-1	RNU5F-1	-	chr1:220046618-220321383	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-16	RNU6-16	-	chr7:25880600-25880630	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-19	RNU6-19	-	chr12:11802787-12079107	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-28	RNU6-28	-	chrX:110537006-110664835	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-33	RNU6-33	-	chr7:150064035-150064063	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-35	RNU6-35	-	chr19:55471012-55471043	undifferentiated	differentiated	LOWDATA	0	0	2.63127e-312	0	1	1	no
RNU6-48	RNU6-48	-	chr6:12392558-12392586	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-52	RNU6-52	-	chr13:19717121-19717217	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-53	RNU6-53	-	chr10:110930414-110999490	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-57	RNU6-57	-	chr7:144038210-144038237	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-6	RNU6-6	-	chr14:76737449-76737476	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-64	RNU6-64	-	chr19:55471012-55471043	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-66	RNU6-66	-	chr19:46720994-46846690	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-67	RNU6-67	-	chr21:22370632-22912517	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-69	RNU6-69	-	chr3:86490313-86490361	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-71	RNU6-71	-	chr6:56137688-56615138	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-72	RNU6-72	-	chr1:185703682-186446655	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-76	RNU6-76	-	chr16:33463506-33563243	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-78	RNU6-78	-	chr12:32146772-32146802	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-79	RNU6-79	-	chr1:201617449-201796102	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-81	RNU6-81	-	chr2:132202795-132360468	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6-83	RNU6-83	-	chr8:72753776-72987819	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNU6ATAC	RNU6ATAC	-	chr9:137029561-137029686	undifferentiated	differentiated	OK	0	43704	1.79769e+308	1.79769e+308	0.0965816	0.198685	no
RNU86	RNU86	-	chr22:39708886-39715670	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNY4	RNY4	-	chr6:80451635-80451669	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RNY5	RNY5	-	chr12:45566816-45834187	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ROBO1	ROBO1	-	chr3:78646387-79817059	undifferentiated	differentiated	OK	9.56977	6.73433	-0.506951	1.91442	0.0555669	0.132406	no
ROBO2	ROBO2	-	chr3:77089293-77699114	undifferentiated	differentiated	OK	4.30211	2.10346	-1.03228	2.96586	0.00301834	0.0145521	yes
ROBO3	ROBO3	-	chr11:124735304-124751370	undifferentiated	differentiated	OK	1.00087	1.51681	0.599789	-1.18867	0.234568	0.378371	no
ROBO4	ROBO4	-	chr11:124754113-124767831	undifferentiated	differentiated	NOTEST	0	0.0192551	1.79769e+308	1.79769e+308	0.145198	1	no
ROCK1	ROCK1	-	chr18:18529702-18691812	undifferentiated	differentiated	OK	13.1216	7.76765	-0.756392	2.98536	0.00283245	0.0138382	yes
ROCK1P1	ROCK1P1	-	chr18:109064-122222	undifferentiated	differentiated	OK	2.0537	1.69214	-0.279376	0.523362	0.600722	0.729062	no
ROCK2	ROCK2	-	chr2:11321777-11484711	undifferentiated	differentiated	OK	13.8945	7.46346	-0.896596	3.49105	0.00048112	0.00356523	yes
ROGDI	ROGDI	-	chr16:4846962-4852951	undifferentiated	differentiated	OK	6.90103	8.94736	0.374651	-0.937825	0.348334	0.503744	no
ROM1	ROM1	-	chr11:62369690-62382592	undifferentiated	differentiated	OK	1.28852	1.7113	0.409381	-0.541576	0.588111	0.719207	no
ROMO1	ROMO1	-	chr20:34256609-34288902	undifferentiated	differentiated	OK	494.193	566.807	0.197784	-0.833316	0.404666	0.559743	no
ROPN1	ROPN1	-	chr3:123687878-123710199	undifferentiated	differentiated	NOTEST	0	0.0430501	1.79769e+308	1.79769e+308	0.183897	1	no
ROPN1B	ROPN1B	-	chr3:125688027-125702296	undifferentiated	differentiated	NOTEST	0.127959	0.181243	0.502236	-0.257033	0.797153	1	no
ROPN1L	ROPN1L	-	chr5:10441973-10465138	undifferentiated	differentiated	NOTEST	0	0.0775014	1.79769e+308	1.79769e+308	0.201734	1	no
ROR1	ROR1	-	chr1:64239689-64647179	undifferentiated	differentiated	OK	1.89641	2.2937	0.274406	-0.525346	0.599343	0.728216	no
ROR2	ROR2	-	chr9:94484877-94712444	undifferentiated	differentiated	OK	2.71933	2.52552	-0.10667	0.261193	0.793944	0.871725	no
RORA	RORA	-	chr15:60780482-61521502	undifferentiated	differentiated	OK	1.14174	1.47349	0.367996	-0.89103	0.372913	0.52849	no
RORB	RORB	-	chr9:77112251-77302117	undifferentiated	differentiated	OK	14.5581	0.287488	-5.66217	8.55178	0	0	yes
RORC	RORC	-	chr1:151778546-151804348	undifferentiated	differentiated	NOTEST	0.0647953	0.135491	1.06423	-0.684679	0.493546	1	no
ROS1	ROS1	-	chr6:117609529-117747018	undifferentiated	differentiated	NOTEST	0	0.0072652	1.79769e+308	1.79769e+308	0.159352	1	no
RP1	RP1	-	chr8:55528626-55543394	undifferentiated	differentiated	NOTEST	0	0.0328738	1.79769e+308	1.79769e+308	0.0653478	1	no
RP1-177G6.2	RP1-177G6.2	-	chrX:139791923-139796996	undifferentiated	differentiated	NOTEST	0.495114	0.35133	-0.494935	0.273601	0.784391	1	no
RP11-165H20.1	RP11-165H20.1	-	chr1:111823145-111828730	undifferentiated	differentiated	NOTEST	0	0.027152	1.79769e+308	1.79769e+308	0.149918	1	no
RP1L1	RP1L1	-	chr8:10463859-10512617	undifferentiated	differentiated	NOTEST	0.00701893	0.0052371	-0.422483	0.205326	0.837317	1	no
RP2	RP2	-	chrX:46696346-46741791	undifferentiated	differentiated	OK	5.42216	3.73911	-0.536174	1.42333	0.154639	0.279437	no
RP9	RP9	-	chr7:33134409-33149002	undifferentiated	differentiated	OK	14.6709	7.86774	-0.898931	2.6467	0.00812804	0.0308596	yes
RP9P	RP9P	-	chr7:32956426-32982782	undifferentiated	differentiated	OK	7.84566	5.01963	-0.644314	1.69864	0.0893865	0.18765	no
RPA1	RPA1	-	chr17:1733272-1802848	undifferentiated	differentiated	OK	15.7982	6.12401	-1.36721	4.56567	0.00000497894	0.0000868941	yes
RPA2	RPA2	-	chr1:28218048-28241236	undifferentiated	differentiated	OK	67.2957	36.7985	-0.870869	3.40343	0.000665462	0.00457572	yes
RPA3	RPA3	-	chr7:7676574-7918851	undifferentiated	differentiated	OK	31.5119	18.9452	-0.734062	2.12435	0.0336406	0.0907154	no
RPA4	RPA4	-	chrX:95939661-96855597	undifferentiated	differentiated	NOTEST	0.293741	0.0832922	-1.81829	0.419917	0.674546	1	no
RPAIN	RPAIN	-	chr17:5289345-5342471	undifferentiated	differentiated	FAIL	68.9292	63.0305	0	0	1	1	no
RPAP1	RPAP1	-	chr15:41809374-41836464	undifferentiated	differentiated	OK	6.99583	3.93423	-0.830415	2.52319	0.0116297	0.0407515	yes
RPAP2	RPAP2	-	chr1:92711954-92853732	undifferentiated	differentiated	OK	7.44549	3.9202	-0.925438	2.50119	0.0123777	0.0427264	yes
RPAP3	RPAP3	-	chr12:48055714-48099844	undifferentiated	differentiated	OK	10.9742	6.88896	-0.671762	2.05944	0.0394525	0.10222	no
RPE	RPE	-	chr2:210867351-211036051	undifferentiated	differentiated	OK	11.532	5.46769	-1.07665	2.21252	0.0269311	0.0768175	no
RPE65	RPE65	-	chr1:68894506-68915642	undifferentiated	differentiated	NOTEST	0	0.0114673	1.79769e+308	1.79769e+308	0.220743	1	no
RPF1	RPF1	-	chr1:84944919-84972262	undifferentiated	differentiated	OK	28.1936	17.1474	-0.717373	2.37657	0.0174744	0.0558082	no
RPF2	RPF2	-	chr6:111303290-111346794	undifferentiated	differentiated	OK	77.9931	48.862	-0.674635	2.34644	0.0189539	0.0591471	no
RPGR	RPGR	-	chrX:38128422-38186788	undifferentiated	differentiated	OK	2.40406	2.00186	-0.264128	0.587282	0.557015	0.692081	no
RPGRIP1	RPGRIP1	-	chr14:21756135-21819460	undifferentiated	differentiated	NOTEST	0.0178519	0.011429	-0.643376	0.319714	0.749185	1	no
RPGRIP1L	RPGRIP1L	-	chr16:53633817-53737771	undifferentiated	differentiated	OK	4.42662	2.50508	-0.821346	2.37825	0.0173949	0.0556514	no
RPH3A	RPH3A	-	chr12:113229548-113336684	undifferentiated	differentiated	OK	4.86814	0.263295	-4.20862	4.64659	0.00000337463	0.0000636657	yes
RPH3AL	RPH3AL	-	chr17:62179-202633	undifferentiated	differentiated	OK	0.49212	0.63264	0.362373	-0.32104	0.74818	0.839574	no
RPIA	RPIA	-	chr2:88991175-89050452	undifferentiated	differentiated	OK	1.59746	1.19942	-0.413447	0.652854	0.51385	0.656208	no
RPL10	RPL10	-	chrX:153626570-153650063	undifferentiated	differentiated	OK	211.235	127.989	-0.722828	3.22661	0.00125268	0.00747148	yes
RPL10A	RPL10A	-	chr6:35436177-35438558	undifferentiated	differentiated	OK	589.273	314.394	-0.906363	4.11072	0.000039443	0.000471769	yes
RPL10L	RPL10L	-	chr14:47120219-47121028	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RPL11	RPL11	-	chr1:24018268-24022915	undifferentiated	differentiated	OK	1784.49	1012.83	-0.817118	3.63602	0.000276885	0.00230468	yes
RPL12	RPL12	-	chr9:130209952-130213711	undifferentiated	differentiated	OK	2595.25	1660.08	-0.644625	3.02552	0.00248202	0.0125028	yes
RPL13	RPL13	-	chr16:89627064-89633237	undifferentiated	differentiated	OK	129.88	100.271	-0.373271	1.71708	0.0859651	0.182562	no
RPL13A	RPL13A	-	chr19:49990810-49995564	undifferentiated	differentiated	OK	1197.85	783.881	-0.61174	2.4186	0.0155803	0.0509923	no
RPL13AP17	RPL13AP17	-	chr7:77646373-79100524	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RPL13AP20	RPL13AP20	-	chr12:13028410-13029070	undifferentiated	differentiated	OK	12.7437	9.13919	-0.479649	0.903526	0.366247	0.521988	no
RPL13AP3	RPL13AP3	-	chr14:56232962-56234435	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RPL13AP5	RPL13AP5	-	chr19:49990810-49995564	undifferentiated	differentiated	LOWDATA	1558.19	1194.05	-0.384007	0	1	1	no
RPL13AP6	RPL13AP6	-	chr10:112679300-112773425	undifferentiated	differentiated	NOTEST	0	0.140213	1.79769e+308	1.79769e+308	0.424294	1	no
RPL13P5	RPL13P5	-	chr12:6993144-6993768	undifferentiated	differentiated	OK	0.553225	0.961437	0.797326	-0.611523	0.540853	0.679315	no
RPL14	RPL14	-	chr3:40498782-40503863	undifferentiated	differentiated	OK	958.901	540.4	-0.827355	3.69066	0.00022367	0.00192555	yes
RPL15	RPL15	-	chr3:23933571-23965187	undifferentiated	differentiated	OK	619.193	460.805	-0.426233	2.02471	0.042897	0.108922	no
RPL17	RPL17	-	chr18:47007547-47018935	undifferentiated	differentiated	OK	1027.71	715.142	-0.523135	2.09192	0.0364457	0.0963369	no
RPL17-C18ORF32	RPL17-C18ORF32	-	chr18:47007547-47018935	undifferentiated	differentiated	OK	5.02511	2.98088	-0.753415	0.423615	0.671847	0.784377	no
RPL18	RPL18	-	chr19:49118583-49133663	undifferentiated	differentiated	OK	603.369	405.541	-0.573191	2.44882	0.0143324	0.0477995	yes
RPL18A	RPL18A	-	chr19:17970686-17974133	undifferentiated	differentiated	OK	846.756	517.033	-0.71169	3.28045	0.00103641	0.00648581	yes
RPL19	RPL19	-	chr17:37356535-37360980	undifferentiated	differentiated	OK	5422.97	3195.22	-0.763166	3.47567	0.000509573	0.00372157	yes
RPL19P12	RPL19P12	-	chr7:102715327-102789569	undifferentiated	differentiated	NOTEST	0.121798	0.282691	1.21473	-0.326033	0.744399	1	no
RPL21	RPL21	-	chr13:27825691-27830702	undifferentiated	differentiated	OK	430.286	177.972	-1.27365	2.23118	0.025669	0.0740086	no
RPL21P28	RPL21P28	-	chr13:27825691-27830702	undifferentiated	differentiated	LOWDATA	1717.46	1112.55	-0.626407	0	1	1	no
RPL21P44	RPL21P44	-	chr4:54851665-54853449	undifferentiated	differentiated	NOTEST	0.178781	0.0812724	-1.13735	0.818278	0.413199	1	no
RPL22	RPL22	-	chr1:6245079-6259679	undifferentiated	differentiated	OK	915.232	665.527	-0.459641	2.19163	0.0284064	0.0798234	no
RPL22L1	RPL22L1	-	chr3:170582664-170588045	undifferentiated	differentiated	OK	44.1179	23.8563	-0.886993	3.16853	0.00153211	0.00873924	yes
RPL23	RPL23	-	chr17:37006320-37010053	undifferentiated	differentiated	OK	2964.9	2103.14	-0.495441	2.39976	0.0164059	0.0531017	no
RPL23A	RPL23A	-	chr17:27046999-27053949	undifferentiated	differentiated	OK	1833.2	1137.47	-0.688527	3.30261	0.0009579	0.00611395	yes
RPL23AP32	RPL23AP32	-	chr2:54683453-54898583	undifferentiated	differentiated	OK	1.06911	0.246612	-2.1161	0.133918	0.893467	0.936097	no
RPL23AP53	RPL23AP53	-	chr8:158344-197339	undifferentiated	differentiated	OK	5.4427	4.96007	-0.133962	0.432597	0.665307	0.779885	no
RPL23AP64	RPL23AP64	-	chr11:118868851-118889057	undifferentiated	differentiated	OK	0.936639	0.366447	-1.35389	0.0803209	0.935982	0.963201	no
RPL23AP7	RPL23AP7	-	chr2:114368815-114384715	undifferentiated	differentiated	OK	9.25704	8.42919	-0.135158	0.197287	0.843603	0.903407	no
RPL23AP82	RPL23AP82	-	chr22:51195513-51238065	undifferentiated	differentiated	OK	7.6972	7.51981	-0.0336385	0.0875557	0.93023	0.959517	no
RPL23P8	RPL23P8	-	chr7:20866916-20867439	undifferentiated	differentiated	NOTEST	0.059234	0.0874512	0.562054	-0.19279	0.847124	1	no
RPL24	RPL24	-	chr3:101399933-101405563	undifferentiated	differentiated	OK	2500.88	1848.13	-0.436365	2.12371	0.033694	0.090791	no
RPL26	RPL26	-	chr17:8280833-8286565	undifferentiated	differentiated	OK	3837.43	2546.63	-0.591551	2.85833	0.00425876	0.0188445	yes
RPL26L1	RPL26L1	-	chr5:172386438-172396774	undifferentiated	differentiated	OK	71.8979	46.4532	-0.63017	2.19304	0.0283043	0.0795999	no
RPL27	RPL27	-	chr17:41150445-41154971	undifferentiated	differentiated	OK	10250.6	9867.04	-0.0550198	0.24764	0.804413	0.878187	no
RPL27A	RPL27A	-	chr11:8703994-8711419	undifferentiated	differentiated	OK	119.593	68.4606	-0.804788	3.71165	0.000205912	0.00179927	yes
RPL28	RPL28	-	chr19:55897299-55903451	undifferentiated	differentiated	OK	60.0813	50.0582	-0.26331	0.747911	0.454514	0.605672	no
RPL29	RPL29	-	chr3:52027643-52029958	undifferentiated	differentiated	OK	483.495	312.849	-0.628033	2.78903	0.00528665	0.0221632	yes
RPL29P2	RPL29P2	-	chr17:7623038-7737058	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RPL3	RPL3	-	chr22:39708886-39715670	undifferentiated	differentiated	OK	621.648	327.057	-0.926557	4.01161	0.0000603057	0.000664816	yes
RPL30	RPL30	-	chr8:99053937-99057818	undifferentiated	differentiated	OK	1680.47	1192.75	-0.494569	2.33802	0.0193861	0.0602026	no
RPL31	RPL31	-	chr2:101618690-101767846	undifferentiated	differentiated	OK	3102.28	2292.42	-0.436457	2.07443	0.0380398	0.0995282	no
RPL31P11	RPL31P11	-	chr1:161653494-161655042	undifferentiated	differentiated	NOTEST	0	0.0895175	1.79769e+308	1.79769e+308	0.0935472	1	no
RPL32	RPL32	-	chr3:12876443-12883081	undifferentiated	differentiated	OK	515.127	364.648	-0.498424	2.35624	0.0184609	0.0580863	no
RPL32P3	RPL32P3	-	chr3:129101676-129118282	undifferentiated	differentiated	OK	1.26294	1.0777	-0.228825	0.336969	0.73614	0.831786	no
RPL34	RPL34	-	chr4:109541721-109551639	undifferentiated	differentiated	OK	1594.11	1184.27	-0.428757	2.00669	0.0447825	0.112334	no
RPL34-AS1	RPL34-AS1	-	chr4:109459345-109541613	undifferentiated	differentiated	NOTEST	0.0137066	0.0718073	2.38926	-1.08375	0.278478	1	no
RPL35	RPL35	-	chr9:127615754-127624240	undifferentiated	differentiated	OK	2935	1809.23	-0.69798	3.29004	0.00100175	0.00631204	yes
RPL35A	RPL35A	-	chr3:197615945-197686886	undifferentiated	differentiated	OK	2054.66	1492.17	-0.461485	2.188	0.02867	0.0804517	no
RPL36	RPL36	-	chr19:5690271-5691678	undifferentiated	differentiated	OK	1954.5	1323.43	-0.562512	2.58766	0.00966315	0.0352435	yes
RPL36A	RPL36A	-	chrX:100645877-100669128	undifferentiated	differentiated	OK	2015.27	1454.3	-0.470646	2.10207	0.0355473	0.0945178	no
RPL36A-HNRNPH2	RPL36A-HNRNPH2	-	chrX:100645877-100669128	undifferentiated	differentiated	OK	0.870283	0.790135	-0.139385	0.0064361	0.994865	0.99642	no
RPL36AL	RPL36AL	-	chr14:50085406-50087349	undifferentiated	differentiated	OK	863.322	520.302	-0.730548	3.28245	0.00102908	0.00644306	yes
RPL37	RPL37	-	chr5:40831429-40835387	undifferentiated	differentiated	OK	1085.75	727.161	-0.57835	2.7632	0.00572382	0.0235763	yes
RPL37A	RPL37A	-	chr2:217363519-217366188	undifferentiated	differentiated	OK	5266.75	3750.98	-0.489645	2.3819	0.0172234	0.0552686	no
RPL38	RPL38	-	chr17:72199794-72206019	undifferentiated	differentiated	OK	10203.1	6994.64	-0.544692	2.42943	0.0151225	0.0497863	yes
